t_n211	t_n212	t_n213	t_n214	t_n215	t_n216	t_n217	t_n218	t_n219	t_n220	t_n221	t_n222	t_n223	t_n224	t_n225	t_n226	t_n227	t_n228	t_n229	t_n230	t_n231	t_n232	t_n233	t_n234	t_n235	t_n236	t_n237	t_n238	t_n239	t_n240	t_n241	t_n242	t_n243	t_n244	t_n245	t_n246	t_n247	t_n248	t_n249	t_n250	t_n251	t_n252	t_n253	t_n254	t_n255	t_n256	t_n257	t_n258	t_n259	t_n260	t_n261	t_n262	t_n263	t_n264	t_n265	t_n266	t_n267	t_n268	t_n269	t_n270	t_n271	t_n272	t_n273	t_n274	t_n275	t_n276	t_n277	t_n278	t_n279	t_n280	t_n281	t_n282	t_n283	t_n284	t_n285	t_n286	t_n287	t_n288	t_n289	t_n290	t_n291	t_n292	t_n293	t_n294	t_n295	t_n296	t_n297	t_n298	t_n299	t_n300	t_n301	t_n302	t_n303	t_n304	t_n305	t_n306	t_n307	t_n308	t_n309	t_n310	t_n311	t_n312	t_n313	t_n314	t_n315	t_n316	t_n317	t_n318	t_n319	t_n320	t_n321	t_n322	t_n323	t_n324	t_n325	t_n326	t_n327	t_n328	t_n329	t_n330	t_n331	t_n332	t_n333	t_n334	t_n335	t_n336	t_n337	t_n338	t_n339	t_n340	t_n341	t_n342	t_n343	t_n344	t_n345	t_n346	t_n347	t_n348	t_n349	t_n350	t_n351	t_n352	t_n353	t_n354	t_n355	t_n356	t_n357	t_n358	t_n359	t_n360	t_n361	t_n362	t_n363	t_n364	t_n365	t_n366	t_n367	t_n368	t_n369	t_n370	t_n371	t_n372	t_n373	t_n374	t_n375	t_n376	t_n377	t_n378	t_n379	t_n380	t_n381	t_n382	t_n383	t_n384	t_n385	t_n386	t_n387	t_n388	t_n389	t_n390	t_n391	t_n392	t_n393	t_n394	t_n395	t_n396	t_n397	t_n398	t_n399	t_n400	t_n401	t_n402	t_n403	t_n404	t_n405	t_n406	t_n407	t_n408	t_n409	t_n410	t_n411	t_n412	t_n413	t_n414	t_n415	t_n416	t_n417	t_n418	t_n419
run11	1.9710075	0.6180014	0.5716582	0.4426828	0.3945694	0.3874844	0.3573592	0.2595975	0.2504686	0.2060114	0.2009923	0.187927	0.1812772	0.1720712	0.1646372	0.1324109	0.1269151	0.1164949	0.0719879	0.068127	0.0607788	0.0564854	0.0449889	0.0173002	0.0017634	0.0386776	0.0282357	0.0133452	0.0675735	0.1133046	0.1033342	0.0513929	0.152808	0.1390692	0.133731	0.0383625	0.0753931	0.1270165	0.0830301	0.0732278	0.0662565	0.0589649	0.0118743	0.0284475	0.1809183	0.1670327	0.1524213	0.1110765	0.0915352	0.0751257	0.0645231	0.0388059	0.0670627	0.0602733	0.072249	0.0538366	0.03997	0.0324549	0.0283972	0.0135348	0.196559	0.1860035	0.146622	0.1355793	0.0900188	0.0396914	0.0675707	0.0993207	0.0637077	0.0100488	0.0855458	0.1454441	0.1071679	0.064897	0.0524791	0.0360138	0.0244883	0.0395875	0.2254842	0.12225	0.0805935	0.0792951	0.0774382	0.0649335	0.0503399	0.0423375	0.0306836	0.0227251	0.0228966	0.0340782	0.0579675	0.0361494	0.0305772	0.0223409	0.0142268	0.0261422	0.0672356	0.062122	0.0497132	0.0359043	0.0227424	0.0733605	0.061458	0.0468229	0.0200151	0.0150458	0.0115475	0.0565006	0.0161019	0.012929	0.0766282	0.0553347	0.0138268	0.0096136	0.0908208	0.061004	0.0488451	0.0218073	0.1531075	0.1284486	0.1044332	0.0628643	0.0266695	0.0572539	0.0745927	0.030595	0.1072667	0.0624673	0.0215552	0.129427	0.0879881	0.2935833	0.2686636	0.1064031	0.3261527	0.198251	0.1466505	0.1075257	0.0737627	0.0557826	0.0165209	0.129919	0.0424406	0.0168769	0.0904639	0.3394478	0.2877425	0.2356909	0.1515607	0.0967971	0.0699309	0.0651881	0.0472035	0.0256407	0.0114365	0.0129411	0.034169	0.022298	0.269826	0.2349183	0.1748352	0.1213999	0.1598463	0.0428406	0.1475945	0.0644727	0.3255734	0.1658308	0.0996665	0.0717256	0.086651	0.1179805	0.436337	0.3944612	0.3375136	0.2812484	0.2543904	0.2481557	0.21355	0.1028618	0.0869743	0.0721983	0.0625138	0.0287492	0.0244737	0.017073	0.0428573	0.026487	0.0581617	0.0509831	0.0757835	0.0695133	0.0593465	0.0340535	0.0629406	0.0531796	0.148713	0.0501748	0.3012542	0.3293149	0.1984887	0.1719809	0.0899683	0.0728504	0.3778133	0.1782694	0.07633	1.2098512	0.2710816
run12	1.9643891	0.6179247	0.5717738	0.4427718	0.3944611	0.3879625	0.3580427	0.260053	0.251297	0.2066546	0.2021633	0.1891571	0.1822779	0.1732264	0.165714	0.1332578	0.1279518	0.1171883	0.0729263	0.0689905	0.0614745	0.0571151	0.0452428	0.0173905	0.0017948	0.0388342	0.0284665	0.0135487	0.0678419	0.1138676	0.1039455	0.0517713	0.1537341	0.1397756	0.1341913	0.038266	0.0757884	0.1278156	0.0833009	0.0736454	0.0664665	0.0589707	0.012239	0.028732	0.1820677	0.1680357	0.1533517	0.1118146	0.0919129	0.0757693	0.0648063	0.0390889	0.0677879	0.0604744	0.0724286	0.0543757	0.0403085	0.0324815	0.0282497	0.0136842	0.1974732	0.1866249	0.1478887	0.1368182	0.0904998	0.040365	0.0684903	0.1000173	0.0646751	0.0100965	0.0850439	0.1465826	0.1087983	0.0658662	0.053427	0.0366318	0.0248113	0.0397698	0.2260314	0.1225261	0.0811712	0.0799952	0.0780991	0.0656566	0.0506224	0.0428268	0.0311387	0.0231901	0.0231428	0.0346857	0.0582201	0.0364094	0.0311141	0.0228534	0.014498	0.0264062	0.0675872	0.0627549	0.0503149	0.0365133	0.0230501	0.0740773	0.0620993	0.0475308	0.0203607	0.0152747	0.0116421	0.0567791	0.0163657	0.0130649	0.0774803	0.055879	0.0138816	0.0097452	0.0906046	0.0618535	0.0494287	0.0220621	0.1530536	0.1284108	0.1044258	0.0628743	0.0265809	0.0576273	0.0743727	0.0307852	0.1071305	0.0619828	0.0213262	0.1291118	0.0877644	0.2943595	0.268203	0.1073598	0.3256777	0.1988611	0.1470418	0.1086297	0.0729021	0.0557645	0.0165385	0.1305867	0.0423752	0.0169916	0.0905352	0.33996	0.2880887	0.2360148	0.1518452	0.0969787	0.0699279	0.0652175	0.047398	0.0256109	0.0114145	0.0129872	0.0342552	0.0224028	0.269942	0.2346122	0.1757997	0.1218676	0.1600076	0.0424772	0.147816	0.0647724	0.3260319	0.1664222	0.1003477	0.0717282	0.0868656	0.1163344	0.4363409	0.3946962	0.33778	0.281211	0.2547161	0.2482666	0.212801	0.1023155	0.0866779	0.0724284	0.0624579	0.028703	0.0244508	0.0171168	0.0431422	0.0265125	0.058354	0.0514002	0.0762356	0.0697382	0.0592271	0.0343798	0.062724	0.0529344	0.1487442	0.0505379	0.3012701	0.3293426	0.1991518	0.1725696	0.0908046	0.0731	0.3774079	0.1778823	0.0768926	1.2264846	0.2688263
run13	1.9605164	0.6178502	0.5714824	0.4426786	0.3949298	0.3880121	0.3579277	0.2592683	0.2504282	0.2052979	0.2008276	0.1879977	0.1811856	0.1722459	0.1644462	0.1326773	0.1270127	0.1169005	0.0723583	0.0684018	0.061114	0.0567327	0.0450624	0.0173129	0.0018241	0.0386925	0.0284872	0.0134531	0.0676978	0.1137416	0.1036883	0.051671	0.1523382	0.1391465	0.133838	0.038396	0.0754073	0.1273142	0.0832021	0.073542	0.0659821	0.0588124	0.0121409	0.0287081	0.180826	0.1667366	0.1526925	0.1110956	0.0919701	0.075407	0.0646049	0.0390938	0.0672961	0.0603715	0.0727185	0.0544373	0.0402803	0.0324748	0.0283998	0.0134505	0.1962568	0.1854892	0.1465204	0.1355953	0.0905865	0.0399673	0.0679232	0.0995031	0.0642122	0.0100533	0.0852789	0.1453787	0.1074548	0.0654117	0.0531649	0.0364448	0.0248435	0.0395248	0.2254183	0.1219161	0.0806638	0.0795306	0.0777482	0.0653795	0.0504797	0.0428515	0.031121	0.0233162	0.0231463	0.0346708	0.0582803	0.0363922	0.0312023	0.0229331	0.014506	0.0262551	0.0675975	0.0624929	0.0501453	0.0363693	0.022972	0.0736422	0.0619935	0.0471516	0.0202098	0.0151029	0.0116015	0.0567395	0.0162967	0.0130266	0.0770105	0.0555404	0.0138872	0.0098803	0.091837	0.0617675	0.049628	0.0219541	0.1534916	0.1289025	0.1050254	0.0630921	0.0267656	0.0576489	0.0748584	0.0307965	0.1080002	0.0625507	0.021583	0.1266034	0.0841189	0.29376	0.2682314	0.1075018	0.3256238	0.1980022	0.1469451	0.1075079	0.0732387	0.0561416	0.0167204	0.1299511	0.042363	0.0165216	0.0905054	0.3403664	0.2887138	0.2369186	0.1519722	0.0968413	0.0699147	0.0651514	0.0474578	0.0255018	0.01137	0.012933	0.0341708	0.0225836	0.2709081	0.2360084	0.1757058	0.1225829	0.1603817	0.0430025	0.1483058	0.0646923	0.3262003	0.1664138	0.0999457	0.0723332	0.0874478	0.1175288	0.4364279	0.3949579	0.3378214	0.2818818	0.2554455	0.2491403	0.2135722	0.102941	0.086873	0.0726364	0.0624313	0.0285492	0.0244965	0.0170785	0.0429442	0.0268068	0.0579609	0.0515484	0.0764323	0.0697087	0.0594968	0.0342624	0.0630305	0.0528298	0.1485791	0.0507702	0.3019761	0.3297617	0.1983412	0.1720042	0.0896437	0.0724322	0.3784696	0.1779298	0.0763338	1.2103521	0.2670792
run14	1.967528	0.6179543	0.5716701	0.4419386	0.3941902	0.3873372	0.3573289	0.2585276	0.2497626	0.2054053	0.2008693	0.1875233	0.1810104	0.1716828	0.1640702	0.1315982	0.126385	0.1156978	0.0715966	0.0676267	0.0602306	0.0560096	0.0445804	0.0170981	0.001761	0.0382742	0.0283284	0.013343	0.0673032	0.1124942	0.1029488	0.0510212	0.1522941	0.1389041	0.1335759	0.0378022	0.074894	0.1270739	0.0833224	0.0736533	0.0654826	0.0586218	0.0120206	0.0289389	0.1806517	0.1663767	0.1519201	0.1104068	0.091288	0.0750716	0.0640757	0.0385085	0.0669147	0.0598021	0.0719518	0.0535897	0.0395534	0.0322613	0.0281082	0.0135913	0.1960845	0.1850631	0.1466091	0.1353198	0.0898195	0.040058	0.0681538	0.0990287	0.0638795	0.0099324	0.0846936	0.1450765	0.1073565	0.0648089	0.0526102	0.0358349	0.0244652	0.0395456	0.224499	0.1211269	0.0803478	0.0791672	0.07739	0.0651226	0.0501835	0.0423351	0.0307998	0.0227692	0.0228564	0.0343329	0.0580759	0.0361412	0.0306577	0.0225612	0.0144164	0.0258477	0.0671452	0.0619998	0.0498459	0.0360883	0.0228787	0.073552	0.0614854	0.0469153	0.0202542	0.0150221	0.0116693	0.0563896	0.0163726	0.0131141	0.0768423	0.0556778	0.0135951	0.009784	0.0903959	0.0614439	0.0491919	0.0219255	0.1526844	0.128454	0.1042325	0.0625789	0.0263992	0.057072	0.0746165	0.0306756	0.1072509	0.0624535	0.0213043	0.1260892	0.0829838	0.2930364	0.2672568	0.1062568	0.3250129	0.19751	0.1464032	0.107132	0.0727036	0.055787	0.0163495	0.1306015	0.0424047	0.0169469	0.090985	0.3392985	0.2876344	0.2363048	0.151834	0.0969361	0.0699187	0.0653483	0.0474182	0.0255379	0.011353	0.0130615	0.0342575	0.0225093	0.2702177	0.2354647	0.1758198	0.1225294	0.1600199	0.0423324	0.1484895	0.0648451	0.3251253	0.1659992	0.1001455	0.071706	0.0867016	0.1188456	0.4357746	0.3944809	0.3373554	0.2812788	0.2546722	0.248265	0.2132491	0.1031049	0.0867889	0.0727928	0.0624853	0.0285368	0.0244473	0.0171417	0.0432984	0.0267957	0.0580341	0.0513948	0.0755889	0.0690515	0.0590917	0.0337907	0.0626111	0.0527264	0.1486726	0.0502331	0.3016297	0.3287453	0.1974562	0.1711718	0.0907854	0.0727219	0.376098	0.1778641	0.075759	1.2133006	0.2665899
run15	1.9716667	0.6177434	0.5714632	0.4425993	0.3944953	0.3877458	0.3580545	0.260477	0.2517491	0.2070481	0.2026681	0.1896173	0.1827576	0.1736581	0.1660113	0.1331351	0.1279952	0.1174141	0.0728086	0.0690507	0.0615536	0.0574317	0.0455607	0.0176706	0.0017832	0.0389602	0.028566	0.0134926	0.0678895	0.1143428	0.1044281	0.0521524	0.1538953	0.1403533	0.1346519	0.0382806	0.0760886	0.1274072	0.0835208	0.0734623	0.0664271	0.0590453	0.0120831	0.0288519	0.1823747	0.1684762	0.1535538	0.1118713	0.0924043	0.0759418	0.065053	0.0387978	0.0676675	0.0604041	0.073062	0.0546251	0.0403805	0.0328259	0.0285588	0.0136486	0.1980213	0.1874969	0.1475146	0.1365179	0.0907155	0.0402343	0.0683724	0.100007	0.0644606	0.0102464	0.0854098	0.1464389	0.1087957	0.0661007	0.0533381	0.0365096	0.0249346	0.0402019	0.2264248	0.1223474	0.0810222	0.0796412	0.0778217	0.0652308	0.0505538	0.0425788	0.0310852	0.0228088	0.0229631	0.0341536	0.0584459	0.03645	0.0312792	0.0228234	0.0144851	0.0259561	0.0673273	0.0624402	0.0501734	0.0363661	0.0230621	0.0738512	0.062119	0.0469913	0.020264	0.0151525	0.0116037	0.0564632	0.0162476	0.0128759	0.0769465	0.0558371	0.0140433	0.0096851	0.0909276	0.0611692	0.0490065	0.0220294	0.1541125	0.1295592	0.1053493	0.0629411	0.0266761	0.0575764	0.0748468	0.0308267	0.1074876	0.0624787	0.0216631	0.1277096	0.0850227	0.2935459	0.2680239	0.1073101	0.32508	0.1979274	0.1467044	0.1080415	0.0726468	0.0555659	0.0164885	0.1301051	0.0420225	0.0166408	0.0901237	0.3398428	0.2883071	0.2355554	0.1516589	0.0966215	0.0696622	0.0650497	0.047389	0.0253369	0.0114093	0.0128325	0.0340859	0.0224549	0.2702941	0.2353052	0.1754977	0.1226468	0.1595782	0.0425369	0.1485524	0.0647041	0.3259725	0.1675818	0.1009432	0.0724397	0.0881646	0.1185395	0.436308	0.3946987	0.33734	0.2812238	0.2547395	0.2484093	0.2133733	0.103782	0.0874644	0.0731724	0.0631238	0.0288822	0.024775	0.0170644	0.0432856	0.0267624	0.0582716	0.0516359	0.0760903	0.0693934	0.0591498	0.0338782	0.062916	0.0529019	0.1480194	0.0502123	0.301009	0.3297138	0.1999006	0.1731951	0.0904211	0.0728193	0.3783231	0.1777541	0.0764578	1.2146857	0.2667792
run16	1.963048	0.6177203	0.5722387	0.4429574	0.3945867	0.3876322	0.3576367	0.2591619	0.2504586	0.2057918	0.20135	0.188168	0.1815398	0.1724847	0.1648005	0.1325756	0.1267695	0.116349	0.0724022	0.0685983	0.0610714	0.0570202	0.0453909	0.0173501	0.0017595	0.0387097	0.0286586	0.0133132	0.0674906	0.1134194	0.103879	0.0518326	0.152491	0.139109	0.1334912	0.0378279	0.0754968	0.1268255	0.0828265	0.0731644	0.0659821	0.0586536	0.0120276	0.0286077	0.1811282	0.1669337	0.1519298	0.1106908	0.0912702	0.0752962	0.06426	0.0386896	0.0670399	0.0601742	0.0721991	0.0535841	0.0398496	0.0322092	0.0281792	0.0134558	0.196482	0.1856737	0.1461975	0.1351265	0.0897344	0.0394825	0.0675389	0.0991867	0.0635951	0.0100104	0.0848944	0.1453231	0.1074732	0.0650084	0.052582	0.0365445	0.0246651	0.0392285	0.2249	0.1221504	0.0813129	0.0799133	0.0782903	0.0657045	0.0507089	0.0428332	0.0308961	0.0231256	0.0229259	0.0345106	0.0584008	0.0364639	0.0309687	0.0228753	0.0144165	0.0263841	0.0675789	0.0627344	0.0503727	0.0362965	0.0230366	0.0741465	0.062228	0.0471807	0.0201153	0.0148883	0.0115378	0.0568359	0.0163051	0.01306	0.0773214	0.0561017	0.0139052	0.0097707	0.0909379	0.0617285	0.0491861	0.0219453	0.1526064	0.1280762	0.1039866	0.0623773	0.0263399	0.0569937	0.0743909	0.0304442	0.1071263	0.0625651	0.0213926	0.127385	0.0856594	0.2930731	0.2678637	0.1079347	0.3252227	0.1975187	0.1457579	0.1071041	0.0732034	0.0554633	0.0164078	0.1292979	0.04201	0.0166375	0.0893231	0.3397655	0.2882776	0.2360192	0.1512357	0.09667	0.0699144	0.0651893	0.0474521	0.0254726	0.0113425	0.0128729	0.0340974	0.0224757	0.270242	0.2352442	0.1757359	0.1223295	0.159614	0.0428171	0.1477623	0.0645199	0.3261233	0.1665361	0.0993163	0.0710361	0.0871446	0.1168665	0.4363984	0.3949025	0.3377486	0.2814856	0.2548046	0.2483899	0.2130375	0.1034477	0.0875033	0.0735125	0.063557	0.0288763	0.0248009	0.0172153	0.0435136	0.027094	0.0583274	0.0518583	0.076026	0.0695223	0.0588635	0.0342569	0.0628386	0.0526566	0.1485071	0.0504853	0.302266	0.3289352	0.1989947	0.1719806	0.0899377	0.0721369	0.3782254	0.1759147	0.0763401	1.2096351	0.2676715
run17	1.970899	0.6177882	0.571585	0.4426608	0.3948911	0.3877862	0.357676	0.2603353	0.2515951	0.2065947	0.2020856	0.1889022	0.1822807	0.1733985	0.1656433	0.133256	0.1277058	0.1170364	0.0721893	0.068376	0.0610553	0.0565736	0.045168	0.0173164	0.0017274	0.0387326	0.0283746	0.0133051	0.0679102	0.1137987	0.1040499	0.0515204	0.1534053	0.1400081	0.1344993	0.0381363	0.0757484	0.1272824	0.0832187	0.0735132	0.0659674	0.0589919	0.0121781	0.0285377	0.181892	0.1677372	0.1528297	0.1114008	0.0918978	0.0756285	0.0648287	0.0390657	0.067687	0.0606759	0.0721209	0.0540637	0.0396271	0.0320879	0.0281151	0.0134806	0.1975217	0.1864326	0.1470899	0.1357268	0.0901857	0.0401385	0.0678735	0.099574	0.0643762	0.0099625	0.0850504	0.1459887	0.1079324	0.0650917	0.0528451	0.0362739	0.0246106	0.0397716	0.2259097	0.122151	0.0805862	0.0792955	0.0774502	0.0650733	0.0503817	0.0423662	0.0307869	0.0227628	0.0228819	0.03439	0.0581669	0.0362576	0.030797	0.0227245	0.0143632	0.0263444	0.0671012	0.0621066	0.0498558	0.0362389	0.0229258	0.0734047	0.0615483	0.0470389	0.020157	0.0149495	0.0114876	0.056311	0.0162645	0.0129135	0.0768491	0.0554546	0.013804	0.0097229	0.090763	0.0614771	0.0493608	0.0220971	0.1533242	0.1292218	0.1045389	0.0627939	0.026408	0.0571796	0.0744009	0.0306595	0.107454	0.0623055	0.0214237	0.1282898	0.0862258	0.2932012	0.2677859	0.1063654	0.3253638	0.1967483	0.1463292	0.107563	0.0726088	0.0551207	0.0161628	0.1295413	0.0419122	0.01672	0.0899815	0.3395186	0.2879584	0.236326	0.1520124	0.097184	0.06995	0.0651699	0.0472847	0.0255499	0.0113523	0.0129579	0.0342126	0.0220254	0.2699715	0.2345411	0.175201	0.1216592	0.1593348	0.0423382	0.1477957	0.064873	0.3251918	0.1662359	0.099947	0.0719319	0.0871256	0.1165423	0.4365879	0.3948534	0.3377219	0.2816392	0.254958	0.2491388	0.2135176	0.1035306	0.0869046	0.0727781	0.0627819	0.0289617	0.0246219	0.0171786	0.0432776	0.0268181	0.0579472	0.0511223	0.0760124	0.0696234	0.0595383	0.0341587	0.0628998	0.0527875	0.1493882	0.0504308	0.3019403	0.3294644	0.1980747	0.1723712	0.0903927	0.0723661	0.3785547	0.1778654	0.0762687	1.2007037	0.2686692
run18	1.9641088	0.6178047	0.5722736	0.4425164	0.3943925	0.3874764	0.3574265	0.2588958	0.2498508	0.2051344	0.2002301	0.1873643	0.1807771	0.1721287	0.1644065	0.1325334	0.1269456	0.1163849	0.0720701	0.0681606	0.0613421	0.0568036	0.0453313	0.0173609	0.0018052	0.0388401	0.0284918	0.0133075	0.0679357	0.113203	0.1035396	0.0520009	0.1524534	0.138981	0.1334744	0.0381392	0.0751523	0.1273306	0.083374	0.0729843	0.0653964	0.0585083	0.0119626	0.0283192	0.1803955	0.1665501	0.1521097	0.1110415	0.0913733	0.0753639	0.0643891	0.0388587	0.0670966	0.0600436	0.0719154	0.0540054	0.0396992	0.0321875	0.028257	0.0134593	0.1956434	0.1852617	0.1463898	0.1351583	0.0900967	0.0401651	0.0674822	0.0992974	0.0638493	0.0100118	0.0847959	0.144979	0.1074692	0.0651028	0.0528166	0.0365611	0.0246926	0.0398998	0.2248963	0.121494	0.0806297	0.079452	0.0775296	0.0654036	0.0504493	0.0425972	0.0308528	0.0229189	0.0227796	0.0342927	0.0582771	0.0364617	0.0311227	0.0227309	0.0143768	0.0262811	0.0671982	0.0620574	0.0498068	0.0363455	0.0231032	0.0736288	0.0617968	0.0470412	0.0201385	0.015016	0.0116054	0.0562951	0.0163412	0.0129976	0.0767276	0.05579	0.0140216	0.0097772	0.0902778	0.0612922	0.049074	0.0220893	0.1531414	0.1286607	0.1047386	0.0628288	0.026542	0.0573268	0.0745015	0.0307019	0.1074282	0.0623999	0.0215691	0.1272774	0.0851228	0.2935127	0.2680129	0.106795	0.3255534	0.1967039	0.1456646	0.106685	0.0726038	0.0554437	0.0161926	0.1295378	0.0418907	0.0166143	0.0890856	0.3399603	0.2882616	0.2366837	0.1516041	0.0970738	0.0698817	0.0653484	0.0473391	0.0255854	0.0114027	0.0131115	0.0341624	0.0225442	0.270642	0.2355861	0.175751	0.122895	0.160332	0.0427473	0.1491869	0.0646458	0.3256599	0.1667507	0.1011462	0.0723954	0.0875319	0.1175377	0.436008	0.3946993	0.3373533	0.2813779	0.2545804	0.2481452	0.2131803	0.1031912	0.0868241	0.072566	0.0625504	0.0289705	0.0246757	0.0171142	0.0427853	0.0265928	0.0578356	0.0515134	0.0762263	0.069539	0.0595545	0.0343499	0.0627232	0.0528553	0.1484581	0.0502363	0.3012014	0.3292631	0.1985593	0.1728057	0.0907019	0.0725185	0.3774061	0.1779006	0.0764198	1.216443	0.267411
run19	1.9508742	0.6181641	0.5719613	0.4427321	0.3947263	0.387767	0.3577726	0.2598185	0.2507668	0.206383	0.2019641	0.1892539	0.1824905	0.1733697	0.1657886	0.1335084	0.1280086	0.117402	0.0722731	0.0685595	0.0611677	0.0567634	0.0451995	0.0173834	0.0017719	0.0387317	0.0285099	0.0131969	0.0680387	0.1141525	0.104645	0.0518714	0.1538672	0.1401822	0.1345596	0.0382926	0.0760038	0.1281111	0.0838239	0.073783	0.0664315	0.0590467	0.0119226	0.0288601	0.1825088	0.1680891	0.1536911	0.1119856	0.0918557	0.0758741	0.064771	0.0388696	0.0675489	0.0603904	0.0725853	0.0543273	0.0402825	0.0327644	0.0285632	0.0137289	0.1975266	0.1867898	0.1475391	0.1364041	0.0904035	0.0400575	0.068069	0.1002003	0.0648679	0.0101068	0.0851811	0.1461808	0.1082845	0.0656655	0.0533562	0.0365136	0.0249292	0.039954	0.2256876	0.1222784	0.0806622	0.0793579	0.0775834	0.065125	0.0503465	0.0426272	0.0309383	0.0231498	0.0231165	0.0343786	0.0580214	0.0363811	0.0309789	0.0226315	0.0144773	0.0261342	0.0671743	0.0623424	0.0499117	0.0363751	0.0229629	0.0736722	0.0617489	0.0468967	0.020232	0.0150414	0.0116059	0.0564324	0.0162406	0.013024	0.0767764	0.0558595	0.0139032	0.00983	0.0917221	0.0617166	0.0492095	0.0221881	0.1539657	0.1296969	0.1050958	0.062932	0.0265891	0.057543	0.074765	0.0308189	0.1077676	0.0627383	0.0216265	0.1275652	0.0838265	0.2943097	0.2686767	0.1070662	0.3254742	0.197836	0.1469387	0.1078795	0.0727651	0.0555508	0.0164771	0.130493	0.0424741	0.0166877	0.0898955	0.3394914	0.2881587	0.2361751	0.1516076	0.0968589	0.0699139	0.0654512	0.0475111	0.0255224	0.011474	0.0130278	0.0343191	0.0220076	0.270396	0.2347231	0.1756478	0.1226535	0.1601886	0.0424931	0.1485432	0.0648199	0.3258663	0.166379	0.1000858	0.0723835	0.0869988	0.1177941	0.4364579	0.3945246	0.337417	0.2816432	0.2545763	0.2482038	0.2134442	0.1031347	0.0872074	0.0728141	0.0628849	0.0287978	0.0245703	0.0172222	0.0428572	0.0265544	0.0582541	0.0520107	0.0758638	0.0694768	0.0591646	0.0341158	0.0629043	0.052752	0.1478795	0.0506829	0.3010589	0.3291375	0.1988343	0.172386	0.0912739	0.0728898	0.3776088	0.1776891	0.0766531	1.2178874	0.2689814
run20	1.9647216	0.6179819	0.5722239	0.4428546	0.3943703	0.3875103	0.3573233	0.2588956	0.2501248	0.2050029	0.2007159	0.1874165	0.1805444	0.1715112	0.1635777	0.1319063	0.1263914	0.1160126	0.0717156	0.0679235	0.060416	0.0565309	0.0449964	0.0171787	0.0017852	0.0387972	0.0283182	0.0132732	0.0672469	0.1130952	0.1033887	0.0517164	0.1519891	0.138335	0.1330657	0.0376272	0.0753247	0.1268053	0.0830672	0.0731626	0.0656231	0.058641	0.0119386	0.0286966	0.1805476	0.1662347	0.1517628	0.1107208	0.0914287	0.0750507	0.0645432	0.0386313	0.0669886	0.0600214	0.0717896	0.0535644	0.0396525	0.03209	0.0280584	0.0136241	0.195969	0.1856365	0.1462215	0.1350341	0.0899815	0.0400201	0.0675669	0.0989943	0.063855	0.0100175	0.0846324	0.1451267	0.1074229	0.064518	0.0522786	0.0358768	0.0243265	0.0396045	0.2250071	0.1216276	0.0801374	0.0790436	0.0769982	0.0649684	0.0505019	0.0423173	0.0309633	0.0229412	0.0228566	0.0340936	0.0578423	0.0363365	0.0307045	0.0225603	0.0143565	0.0260744	0.0668435	0.0621845	0.0498447	0.0363475	0.0230205	0.0732512	0.0614357	0.0468888	0.0201794	0.0150602	0.0115182	0.0560783	0.0163035	0.0129017	0.076718	0.0558546	0.0140158	0.0097983	0.0909363	0.0612471	0.0490754	0.0219143	0.1530791	0.1284028	0.1043118	0.0626121	0.0266909	0.0571196	0.0740568	0.0305543	0.1070553	0.0624074	0.0214466	0.1287714	0.0869482	0.2937739	0.2677859	0.1061698	0.3251358	0.1961252	0.145452	0.1069113	0.0722504	0.0555098	0.0165445	0.1293297	0.0425112	0.0166992	0.0891098	0.3396042	0.2877562	0.2358749	0.1520245	0.0968524	0.0697069	0.0651647	0.0472968	0.0255623	0.0114408	0.0130542	0.0340268	0.0222126	0.2701934	0.2345378	0.175259	0.1220149	0.1588706	0.0426693	0.1477717	0.0643161	0.325642	0.1666044	0.1004589	0.0722445	0.0874458	0.1170603	0.4366656	0.3951435	0.3377735	0.2815994	0.2549958	0.2487782	0.2136797	0.1037025	0.0872075	0.0724054	0.0625241	0.0286287	0.0246549	0.017135	0.0431405	0.0270759	0.0584428	0.0512861	0.0756682	0.0693289	0.0589952	0.0343007	0.0626901	0.0527622	0.148455	0.050677	0.3023296	0.3288766	0.1979224	0.1716217	0.0904016	0.0728513	0.3789913	0.1778092	0.0772153	1.21413	0.268874
