t_n211	t_n212	t_n213	t_n214	t_n215	t_n216	t_n217	t_n218	t_n219	t_n220	t_n221	t_n222	t_n223	t_n224	t_n225	t_n226	t_n227	t_n228	t_n229	t_n230	t_n231	t_n232	t_n233	t_n234	t_n235	t_n236	t_n237	t_n238	t_n239	t_n240	t_n241	t_n242	t_n243	t_n244	t_n245	t_n246	t_n247	t_n248	t_n249	t_n250	t_n251	t_n252	t_n253	t_n254	t_n255	t_n256	t_n257	t_n258	t_n259	t_n260	t_n261	t_n262	t_n263	t_n264	t_n265	t_n266	t_n267	t_n268	t_n269	t_n270	t_n271	t_n272	t_n273	t_n274	t_n275	t_n276	t_n277	t_n278	t_n279	t_n280	t_n281	t_n282	t_n283	t_n284	t_n285	t_n286	t_n287	t_n288	t_n289	t_n290	t_n291	t_n292	t_n293	t_n294	t_n295	t_n296	t_n297	t_n298	t_n299	t_n300	t_n301	t_n302	t_n303	t_n304	t_n305	t_n306	t_n307	t_n308	t_n309	t_n310	t_n311	t_n312	t_n313	t_n314	t_n315	t_n316	t_n317	t_n318	t_n319	t_n320	t_n321	t_n322	t_n323	t_n324	t_n325	t_n326	t_n327	t_n328	t_n329	t_n330	t_n331	t_n332	t_n333	t_n334	t_n335	t_n336	t_n337	t_n338	t_n339	t_n340	t_n341	t_n342	t_n343	t_n344	t_n345	t_n346	t_n347	t_n348	t_n349	t_n350	t_n351	t_n352	t_n353	t_n354	t_n355	t_n356	t_n357	t_n358	t_n359	t_n360	t_n361	t_n362	t_n363	t_n364	t_n365	t_n366	t_n367	t_n368	t_n369	t_n370	t_n371	t_n372	t_n373	t_n374	t_n375	t_n376	t_n377	t_n378	t_n379	t_n380	t_n381	t_n382	t_n383	t_n384	t_n385	t_n386	t_n387	t_n388	t_n389	t_n390	t_n391	t_n392	t_n393	t_n394	t_n395	t_n396	t_n397	t_n398	t_n399	t_n400	t_n401	t_n402	t_n403	t_n404	t_n405	t_n406	t_n407	t_n408	t_n409	t_n410	t_n411	t_n412	t_n413	t_n414	t_n415	t_n416	t_n417	t_n418	t_n419
run21	1.5973427	0.5948433	0.4994662	0.4062227	0.3616384	0.354793	0.3219052	0.2048596	0.1969255	0.1511715	0.1482412	0.1371334	0.1312192	0.123381	0.1166957	0.0872791	0.0832258	0.0740312	0.0412105	0.0387704	0.0331847	0.0306555	0.0218253	0.0052992	0.0000123	0.0176001	0.01171	0.0042538	0.034615	0.059641	0.0517126	0.0182722	0.1040302	0.0916417	0.0860961	0.0141287	0.0270296	0.0722503	0.0449498	0.0387301	0.0299453	0.0249299	0.0003914	0.0055378	0.129105	0.1192649	0.1034658	0.0690416	0.0510779	0.0451693	0.0338375	0.0185814	0.038295	0.0292105	0.0311929	0.0197109	0.0131681	0.0100402	0.0084031	0.0017898	0.1434938	0.1316613	0.095391	0.0850962	0.0481003	0.0136957	0.0257105	0.0532602	0.027834	0.001566	0.0409618	0.0904381	0.0563334	0.0259955	0.016732	0.009972	0.0050362	0.0129033	0.173417	0.0818523	0.0525655	0.0517453	0.0503141	0.03925	0.0261842	0.0209884	0.0118563	0.0065353	0.006218	0.013881	0.0323133	0.0157603	0.0124471	0.0074621	0.0032395	0.0081392	0.042486	0.0364913	0.0271903	0.0167082	0.0083737	0.0459487	0.0345551	0.0231901	0.0048004	0.00253	0.0013918	0.0310148	0.0049479	0.003299	0.0457863	0.0260224	0.0017695	0.000952	0.0388147	0.027966	0.0197267	0.0060475	0.1007426	0.0779752	0.0617627	0.0317827	0.0085266	0.0263341	0.0391471	0.0071719	0.048694	0.0207137	0.0052313	0.0505596	0.0297482	0.1744322	0.1218472	0.0159221	0.2200997	0.1021907	0.0654082	0.0430163	0.0261299	0.0163265	0.0020535	0.055366	0.0087192	0.0021029	0.0318153	0.2937166	0.2350816	0.1772997	0.1040017	0.0671033	0.0431124	0.0401351	0.025802	0.0093648	0.0023701	0.0019073	0.0158326	0.0001724	0.210113	0.160768	0.0994996	0.0435533	0.0808341	0.0075023	0.0677078	0.0187256	0.2747679	0.0841671	0.039811	0.0260311	0.0331366	0.0275756	0.399776	0.3568767	0.2979113	0.2316019	0.2027953	0.1967207	0.1547688	0.0526114	0.0444192	0.036176	0.029332	0.009394	0.0080653	0.0025828	0.0175258	0.0081286	0.0252165	0.0112521	0.0359339	0.0325466	0.0242293	0.0064048	0.0278329	0.0192038	0.072801	0.0139825	0.1497076	0.2036419	0.0938025	0.0721384	0.0318241	0.0225475	0.2136294	0.0659562	0.0201802	0.3970676	0.1221126
run22	1.5988397	0.5949163	0.4992502	0.4063554	0.361854	0.3547817	0.3217783	0.204821	0.197066	0.1521274	0.1491535	0.1381397	0.1321128	0.1243067	0.1175211	0.0884852	0.0842242	0.0751121	0.0418413	0.0391956	0.0336317	0.0310966	0.022128	0.005409	0.0000121	0.0178528	0.0117781	0.0042183	0.0347606	0.0601199	0.05225	0.0183004	0.104778	0.092365	0.0869867	0.0142307	0.0271312	0.0729365	0.0454523	0.0388263	0.0302824	0.0251191	0.000419800000000001	0.0055162	0.1303198	0.1202931	0.1040819	0.0695053	0.0515796	0.0453092	0.0340356	0.0187331	0.0384158	0.029148	0.0308574	0.0194148	0.0130455	0.0100322	0.008346	0.0017916	0.1446491	0.1333322	0.0969472	0.0860994	0.0485952	0.0138392	0.0259498	0.0538142	0.0283018	0.0016253	0.0411841	0.0920748	0.0571822	0.0268512	0.0172055	0.0101584	0.0051171	0.0130677	0.1736288	0.0819959	0.0526897	0.0518269	0.050401	0.0392352	0.0263223	0.0210652	0.0119936	0.0065042	0.006297	0.0139658	0.032314	0.0157586	0.0124751	0.0075491	0.0032502	0.00828360000000001	0.0425677	0.0367671	0.0274356	0.0168298	0.0084247	0.0460223	0.0347858	0.0233625	0.0048327	0.0025073	0.0013897	0.0309568	0.0049828	0.0033035	0.0458209	0.0264026	0.0017598	0.0009693	0.0393254	0.0280872	0.0198643	0.0060747	0.1010374	0.0780413	0.0619951	0.0318602	0.0085587	0.0263404	0.0393687	0.0070431	0.0486526	0.0208688	0.0051959	0.0504771	0.0298183	0.1774524	0.1213624	0.0157547	0.2215413	0.1035967	0.0662748	0.0435296	0.0265664	0.0165583	0.0020878	0.0560874	0.0089396	0.0021031	0.0321122	0.2941278	0.2357165	0.1777405	0.104007	0.0670032	0.0429836	0.0399225	0.0258778	0.0094162	0.002424	0.0019339	0.0157176	0.0001816	0.2102786	0.1597455	0.0996561	0.0430212	0.0805324	0.0073935	0.0680948	0.0186991	0.2750133	0.0832269	0.0399233	0.0258414	0.0333007	0.0273557	0.4000632	0.3568348	0.2981362	0.2318245	0.203143	0.196948	0.1546215	0.0527928	0.044296	0.0360535	0.0294385	0.0093918	0.0080672	0.0024405	0.0173894	0.0081137	0.0251667	0.011019	0.0357413	0.032172	0.0241599	0.006287	0.0276043	0.0190994	0.073735	0.01403	0.1541714	0.2043749	0.0936367	0.0716403	0.0319206	0.0228879	0.2146634	0.0659528	0.0202986	0.411571	0.1253633
run23	1.5976919	0.5950746	0.5002567	0.4060646	0.3611865	0.3541958	0.3212953	0.2021077	0.1941366	0.149586	0.1464238	0.1355102	0.1297122	0.1218817	0.1154594	0.0868401	0.0828978	0.0740674	0.0411497	0.0383914	0.0330578	0.0305545	0.02154	0.0051858	0.0000117	0.0174165	0.0115224	0.0042221	0.0344087	0.0589375	0.0513327	0.0181029	0.1027826	0.0906554	0.0853753	0.0140503	0.0265125	0.0720234	0.0447501	0.0384431	0.0300058	0.0250496	0.0004228	0.0054621	0.1277087	0.1175378	0.1022528	0.0684073	0.0505398	0.0445613	0.0336206	0.0184682	0.037797	0.0288625	0.0303734	0.0191477	0.0129055	0.0098728	0.0082926	0.0017663	0.1416757	0.1306302	0.0953631	0.0848287	0.0481391	0.0135351	0.0254311	0.0530842	0.0279776	0.0016091	0.0404501	0.0893999	0.0557925	0.0259394	0.0164537	0.0097872	0.0049749	0.0128041	0.1709766	0.0810338	0.0520948	0.051126	0.04978	0.0387622	0.0261123	0.020817	0.011851	0.0063857	0.0060862	0.0139022	0.0319626	0.0157555	0.0124109	0.0075144	0.0032134	0.0080876	0.0422477	0.0363476	0.027313	0.0167717	0.0083841	0.0456177	0.0344167	0.0230867	0.0048366	0.0024752	0.0013963	0.0307993	0.0048999	0.0032245	0.0453714	0.0258062	0.0018153	0.0009096	0.0386537	0.0276121	0.0195119	0.00595	0.0993835	0.0769382	0.0611806	0.0313012	0.0083996	0.0259853	0.0389321	0.0072574	0.0477946	0.0204312	0.0051394	0.050265	0.0295907	0.1781307	0.1203622	0.015713	0.222583	0.102779	0.0656859	0.0430329	0.0261069	0.016183	0.002081	0.055715	0.0087608	0.0020813	0.0318201	0.2936334	0.2351786	0.1770145	0.1032316	0.0665976	0.0427275	0.0398209	0.0256723	0.0093934	0.0024073	0.0019103	0.015662	0.0002076	0.2098166	0.1599068	0.0986635	0.0432412	0.0807952	0.0075601	0.0673436	0.0189122	0.2743927	0.083013	0.0391358	0.0257446	0.032875	0.0278221	0.3997274	0.3566859	0.298105	0.2316787	0.2028192	0.1966675	0.1543202	0.0526546	0.0441172	0.0359698	0.0293993	0.0093111	0.0080129	0.0024626	0.0173641	0.0080997	0.0249509	0.0109621	0.0354956	0.031981	0.0238307	0.0063541	0.0274825	0.0187547	0.0730333	0.0141159	0.148444	0.2034146	0.0942753	0.0712991	0.0318676	0.0227902	0.2130937	0.0656824	0.0201674	0.4092303	0.1252733
run24	1.598446	0.595305	0.4995907	0.4066145	0.3616937	0.3544283	0.32144	0.2040365	0.196167	0.1511014	0.148419	0.137104	0.1313444	0.123488	0.1165685	0.0878576	0.0839538	0.0748241	0.0413659	0.0387281	0.0332518	0.0306332	0.0220139	0.0053387	0.0000116	0.0177422	0.0116528	0.0042248	0.0348939	0.0595756	0.0520404	0.018336	0.1040969	0.0915237	0.0859698	0.0142457	0.0269775	0.0725541	0.0450097	0.0386806	0.0302021	0.0253058	0.0004328	0.0054891	0.1293554	0.1192648	0.1033549	0.0689946	0.0507294	0.0448253	0.0338534	0.0185039	0.0381421	0.0290464	0.0312468	0.0195913	0.0130884	0.0101166	0.0084358	0.0017904	0.1437105	0.1320643	0.096207	0.0851227	0.048429	0.0136002	0.0255557	0.0534621	0.0280224	0.0015837	0.0410549	0.0907868	0.056319	0.0262817	0.0167483	0.0100032	0.0050214	0.012921	0.1723357	0.0818387	0.05251	0.0516078	0.0502828	0.0390946	0.0263074	0.0211128	0.0119155	0.0065134	0.0061551	0.013924	0.0321797	0.015733	0.0124023	0.0074664	0.0032303	0.0080889	0.0424048	0.036496	0.0273276	0.0168014	0.0082732	0.0457969	0.0344497	0.0231644	0.0047702	0.0024765	0.0013667	0.0310639	0.0049371	0.0032937	0.0454529	0.0260605	0.0017891	0.0009515	0.0390818	0.0280349	0.0196433	0.0060533	0.0998089	0.0774718	0.0615137	0.0315545	0.0085262	0.0262993	0.0390101	0.0071204	0.0485016	0.0208425	0.0052041	0.0503536	0.029502	0.1774752	0.122548	0.0156473	0.2210502	0.1022238	0.0655876	0.0430221	0.0260379	0.0161714	0.0020307	0.0556813	0.0086539	0.0021704	0.0320742	0.2933703	0.234761	0.1774988	0.1030671	0.0661442	0.0423584	0.0395108	0.025722	0.0092845	0.0024391	0.0018905	0.0156606	0.000161	0.2093919	0.1608906	0.0992122	0.0430422	0.0803251	0.0075295	0.0671324	0.0188026	0.2743697	0.0833115	0.0395757	0.0259497	0.0332135	0.027704	0.4000919	0.3571313	0.2981261	0.2315913	0.2028698	0.1970917	0.1548778	0.0526607	0.0441519	0.0359478	0.0293631	0.0093965	0.0080792	0.0025494	0.0174139	0.0082064	0.0253745	0.0111932	0.0355245	0.0322348	0.0238798	0.0064009	0.0277129	0.018937	0.0731545	0.0140358	0.1515711	0.2023834	0.0932617	0.0705284	0.0319437	0.0228929	0.2133375	0.0657067	0.0201718	0.4057116	0.1229543
run25	1.5983897	0.5951242	0.4997727	0.4063239	0.3616364	0.3544525	0.3214826	0.2037145	0.195911	0.150683	0.1478346	0.1368194	0.1308759	0.1230369	0.1164418	0.0874638	0.083276	0.0739994	0.0414119	0.038775	0.0331246	0.030586	0.0219776	0.005267	0.0000111	0.0177616	0.0116315	0.0042376	0.0345809	0.0592087	0.0514937	0.0182496	0.1039224	0.0915906	0.0862474	0.0142093	0.0270458	0.0726459	0.0448516	0.0386199	0.0301798	0.025224	0.0004277	0.0055299	0.129253	0.118657	0.1029132	0.068355	0.0507346	0.0446277	0.0335176	0.018408	0.037913	0.0290209	0.030929	0.0192802	0.0129244	0.0099257	0.0082934	0.0017648	0.1433656	0.1317498	0.095504	0.0852076	0.0480224	0.0136174	0.0253915	0.0532532	0.0278527	0.0015586	0.0406992	0.0902544	0.0561314	0.0260949	0.0164617	0.0098005	0.0049634	0.0129121	0.1725363	0.0813891	0.0520818	0.0512628	0.0498741	0.038936	0.0261077	0.020849	0.011803	0.0064093	0.0061707	0.0138848	0.0320415	0.015686	0.0123918	0.0075317	0.0031637	0.0080574	0.0422326	0.0362483	0.0272873	0.0165496	0.0084164	0.0455895	0.0342695	0.0231174	0.0048405	0.0025069	0.0013883	0.0307048	0.0048765	0.0032571	0.0450573	0.0260693	0.001745	0.0009805	0.0384194	0.0276298	0.0197489	0.0060125	0.1000124	0.0772082	0.0615175	0.0315006	0.0084311	0.0262926	0.0388201	0.0072365	0.0480333	0.0207066	0.0052601	0.0501292	0.0296327	0.1781982	0.1213231	0.0155745	0.2202187	0.1027037	0.0660248	0.0431864	0.0264528	0.0162948	0.0020998	0.0555886	0.0087466	0.0021223	0.0318265	0.2934815	0.2355318	0.1775666	0.1037771	0.0671059	0.0429403	0.0398932	0.0258375	0.0093235	0.0023487	0.0018959	0.0156387	0.0001883	0.2100597	0.1599119	0.0995924	0.0435498	0.0805004	0.0076081	0.067258	0.0187445	0.2743547	0.0829554	0.0390998	0.0256608	0.0329275	0.0277272	0.4000539	0.3567229	0.2981659	0.2323991	0.2034911	0.1973177	0.1552998	0.0526107	0.0438099	0.0358607	0.029312	0.0093485	0.0079773	0.0024781	0.017233	0.0081046	0.0248385	0.0110867	0.0350173	0.0316835	0.023773	0.0062278	0.0271884	0.0185974	0.0736257	0.0140715	0.1529048	0.2024143	0.0934491	0.0706651	0.031936	0.0227179	0.2117683	0.0652458	0.0203855	0.3717177	0.1081305
run26	1.5983777	0.5952751	0.4997865	0.4064963	0.3613883	0.3545046	0.3214394	0.2036621	0.195571	0.1505529	0.1474715	0.1366533	0.1310042	0.1231025	0.1165091	0.0876156	0.0837488	0.0750368	0.0415902	0.038944	0.0334925	0.0309114	0.0220953	0.0053739	0.0000111	0.0177815	0.0117481	0.0042486	0.0347107	0.0594531	0.0517858	0.0184897	0.1039438	0.0918879	0.086489	0.0143865	0.0273712	0.0727049	0.0450068	0.0387366	0.0305217	0.0254312	0.0004093	0.0056233	0.1288152	0.1187834	0.1031366	0.0688858	0.05091	0.0450424	0.0336768	0.0186028	0.0380765	0.029324	0.0311169	0.0195209	0.0130629	0.0100249	0.008392	0.0018662	0.1430515	0.1318059	0.0961639	0.0855519	0.0483514	0.0137936	0.0255971	0.0533558	0.0280164	0.0016048	0.0409732	0.0908625	0.0565977	0.0263938	0.0168845	0.0100621	0.005108	0.0130422	0.1719643	0.0813544	0.0522321	0.0513135	0.0499109	0.0390272	0.0264119	0.0210625	0.0118972	0.006388	0.006224	0.0138779	0.0321922	0.0159884	0.0125269	0.0076492	0.003284	0.0081172	0.042477	0.0365976	0.0274314	0.0169773	0.008402	0.0456751	0.0344385	0.0231743	0.0048327	0.0025304	0.0014	0.0308604	0.0048961	0.0032644	0.0455831	0.0262445	0.0018197	0.0009551	0.0390529	0.0275267	0.0194303	0.0060754	0.1002784	0.0773776	0.0616498	0.0316035	0.008564	0.0262853	0.038892	0.0073162	0.0481095	0.0207692	0.0052368	0.0505453	0.0295782	0.1765351	0.1214019	0.015461	0.2208613	0.1022927	0.0653611	0.0432139	0.0263067	0.0163014	0.0020598	0.0555176	0.0087928	0.002083	0.0318606	0.2939829	0.23514	0.177232	0.103391	0.0667651	0.0429886	0.0400328	0.0256903	0.0094023	0.0023973	0.001922	0.0155913	0.0001898	0.2097991	0.1599629	0.0990227	0.0429742	0.0795517	0.0074711	0.0676963	0.0187932	0.2745733	0.0832898	0.0394251	0.0256812	0.0330845	0.0279723	0.3999135	0.356746	0.2982525	0.2316365	0.2033393	0.1974211	0.1551044	0.0526322	0.0436206	0.0356114	0.0289314	0.0092585	0.0079599	0.0025608	0.0172745	0.0080702	0.0249255	0.0110904	0.0360523	0.0324347	0.0240424	0.0064711	0.0279286	0.0191738	0.072972	0.0140574	0.1494471	0.2038958	0.0937164	0.0710358	0.0321231	0.0231077	0.2129778	0.0662882	0.0201083	0.4093666	0.1252394
run27	1.6005061	0.5949246	0.4998642	0.4066353	0.3613697	0.3542865	0.32145	0.2030144	0.1950202	0.1502492	0.1473278	0.1364615	0.1303508	0.1226961	0.1162028	0.0874813	0.0833374	0.0747622	0.0417049	0.0389026	0.0335412	0.0309984	0.022055	0.0053318	0.0000116	0.0178104	0.0117327	0.0042335	0.0347698	0.0593146	0.0518698	0.0182921	0.1039866	0.0914919	0.0860355	0.0142053	0.0273765	0.0728752	0.0449258	0.0385785	0.0300699	0.024968	0.0004105	0.0055971	0.128653	0.118497	0.1029719	0.0688391	0.0509016	0.04482	0.0336842	0.0184343	0.0382912	0.028988	0.0307033	0.0194358	0.0129437	0.0099162	0.0082417	0.0017782	0.1426998	0.131379	0.0957276	0.0850737	0.0482942	0.0135056	0.0255026	0.0532654	0.0280772	0.0015869	0.0411876	0.0905622	0.0561369	0.0261567	0.0169516	0.0099543	0.0049945	0.01281	0.1719765	0.0814187	0.0523911	0.0515929	0.0501837	0.0391052	0.0261699	0.0207914	0.0118375	0.0063914	0.0062535	0.0137992	0.0321694	0.0159017	0.0124786	0.0075272	0.0031979	0.0081175	0.0424011	0.0365026	0.0273144	0.0166876	0.0083746	0.0459084	0.0344942	0.0233617	0.0048406	0.0025244	0.0013894	0.0309444	0.0049411	0.003305	0.0456209	0.0261671	0.0018022	0.0009303	0.0385552	0.02771	0.0194694	0.0059376	0.0998121	0.0772883	0.0612084	0.0313872	0.0084577	0.0260742	0.0389084	0.0072035	0.0480915	0.0205758	0.0051865	0.0506961	0.0297787	0.1755599	0.1217228	0.0156678	0.2199477	0.1025079	0.0656562	0.0432455	0.0263459	0.0161559	0.0020977	0.055824	0.0087708	0.0021046	0.0317737	0.2934379	0.2347567	0.1774327	0.1033266	0.0668417	0.0425624	0.0397966	0.0257523	0.0092836	0.0023599	0.0018817	0.0156652	0.0001844	0.2093815	0.1603544	0.0994995	0.0435231	0.0803815	0.0074905	0.0671097	0.0184745	0.2741761	0.0833733	0.0393478	0.02615	0.0330236	0.0278463	0.4000395	0.3570437	0.2980641	0.2313185	0.202597	0.1965822	0.154493	0.0526577	0.0439819	0.0359565	0.0296182	0.0094227	0.0080452	0.0025102	0.0174423	0.008179	0.0251607	0.0111278	0.0356349	0.0322267	0.0240151	0.0064812	0.0275991	0.0190559	0.0725633	0.0139574	0.1507824	0.2037621	0.0947822	0.0721944	0.0322807	0.0231357	0.2158766	0.0660351	0.0206279	0.4061365	0.1245488
run28	1.5973651	0.5947469	0.5000671	0.4065125	0.361656	0.3544878	0.3219148	0.2042033	0.196531	0.1514219	0.1485916	0.1373249	0.131573	0.1237754	0.1172768	0.0880162	0.0840711	0.0748673	0.0416791	0.0389523	0.0334212	0.0307839	0.0220379	0.0053012	0.0000109	0.0177786	0.0117122	0.0042767	0.034765	0.0601756	0.0523719	0.0184346	0.1048557	0.0926023	0.0872303	0.0143006	0.0272436	0.0731291	0.0449698	0.0388832	0.0303956	0.025308	0.0004065	0.0055209	0.1298866	0.1194401	0.1039857	0.0691545	0.051143	0.0452744	0.0337992	0.0185275	0.0382577	0.0291649	0.030749	0.0192518	0.0128783	0.0098958	0.0082783	0.0018296	0.1439918	0.1328232	0.0966844	0.0860546	0.0484317	0.0136852	0.0253009	0.0537211	0.0283411	0.0016139	0.0413216	0.0912431	0.0568985	0.0265999	0.0170809	0.0101775	0.0051567	0.0130439	0.1728118	0.0816755	0.0524306	0.0514998	0.050073	0.0390062	0.0261191	0.0208963	0.0118142	0.0065021	0.0061689	0.0137721	0.0321715	0.0157264	0.0124334	0.0074916	0.0032097	0.008106	0.0423325	0.0364515	0.0274457	0.0167404	0.0083834	0.045755	0.0345532	0.0232068	0.0047953	0.0025236	0.0013875	0.0308639	0.0049859	0.0033352	0.0454131	0.0260047	0.0017684	0.000940800000000001	0.0387983	0.0278587	0.0196536	0.0059943	0.1005712	0.0779248	0.0620046	0.031791	0.0086314	0.0261794	0.0391198	0.0071864	0.0483855	0.0206856	0.0051917	0.050654	0.0298569	0.1764759	0.1210415	0.0156653	0.2205175	0.1030722	0.0655895	0.0433274	0.0263902	0.0163729	0.002067	0.055588	0.008869	0.002058	0.0316691	0.2937908	0.235577	0.1778889	0.1038712	0.0668097	0.0429402	0.0399544	0.0258987	0.0093897	0.0024083	0.0019279	0.015755	0.0001808	0.2097943	0.1601697	0.0994823	0.0434482	0.0799792	0.0075696	0.0680828	0.0187101	0.2748145	0.0828991	0.0397328	0.0260687	0.0329713	0.0275119	0.3998396	0.3570055	0.2982361	0.231878	0.2032303	0.1970923	0.1550881	0.0522077	0.0434917	0.0357728	0.029182	0.0093173	0.0080318	0.0025183	0.0172873	0.008035	0.0251607	0.0111066	0.0362042	0.0326596	0.0241566	0.0064818	0.0280237	0.0191483	0.0735225	0.0142637	0.149965	0.2036541	0.0947371000000001	0.0719985	0.0324311	0.0230937	0.2139913	0.0665107	0.0205941	0.4218661	0.1269186
run29	1.5981009	0.5951124	0.5002177	0.4066572	0.3614923	0.3545628	0.3213621	0.2045892	0.1966002	0.1514287	0.1482373	0.1373804	0.1316811	0.123927	0.117295	0.0882363	0.0840852	0.0750714	0.0414617	0.0388418	0.0332428	0.0307742	0.0218452	0.0052824	0.0000104	0.0176543	0.0117439	0.0041914	0.0347115	0.0599715	0.0523469	0.0185464	0.1045599	0.0919104	0.0866802	0.0142051	0.0273186	0.0726572	0.0452309	0.038812	0.030002	0.025227	0.0003904	0.0055072	0.1300128	0.1194277	0.1039503	0.069497	0.0513317	0.0453365	0.0341758	0.0187124	0.0382732	0.0293294	0.030978	0.0195628	0.0130526	0.0100772	0.0083661	0.0018225	0.1436952	0.1326547	0.0966276	0.0857679	0.0487629	0.0138236	0.0256948	0.0539361	0.0282426	0.0016064	0.0412821	0.0915569	0.0568001	0.0266625	0.0171654	0.0102011	0.0051316	0.0128106	0.17329	0.0824076	0.0529002	0.0519751	0.0506347	0.0393652	0.0263886	0.0210694	0.0118821	0.0064665	0.006199	0.0139386	0.0326045	0.0159815	0.0126541	0.0075919	0.0032596	0.0082163	0.0427331	0.0368158	0.0276247	0.0168728	0.0084262	0.0461712	0.0349288	0.0236722	0.0048515	0.002553	0.0014028	0.0311115	0.004942	0.003331	0.0459532	0.0261858	0.0018184	0.0009447	0.0391607	0.0279967	0.0197617	0.0060375	0.1007301	0.0780136	0.0620083	0.0318547	0.0085684	0.0262145	0.0392535	0.0072531	0.0487047	0.0208461	0.0052247	0.0503813	0.0295391	0.1802793	0.1229231	0.0157928	0.2198241	0.1031388	0.0660463	0.0437446	0.0266964	0.0165184	0.0021184	0.0559486	0.0087989	0.0020988	0.0319206	0.2935745	0.2348669	0.176955	0.1034118	0.0670937	0.0426897	0.0399258	0.0256399	0.009385	0.0024057	0.0019377	0.0156562	0.0001754	0.20938	0.1604444	0.0998312	0.0431625	0.0805668	0.0075845	0.0676685	0.0186812	0.2746744	0.0842506	0.0396349	0.0258727	0.03371	0.0274197	0.3999431	0.356823	0.2978907	0.2313185	0.2029527	0.1965434	0.1543476	0.0530006	0.0442386	0.0361238	0.0295949	0.0092938	0.0080218	0.0025158	0.0173989	0.008134	0.0252076	0.0111249	0.0362657	0.0326725	0.0242986	0.0064154	0.02799	0.0193226	0.0725673	0.0140989	0.1491842	0.2010113	0.0929292	0.0701479	0.0316081	0.0224281	0.2107738	0.0647938	0.0199698	0.4129646	0.1247481
run30	1.5990638	0.5951739	0.5005449	0.4063362	0.3618708	0.3548923	0.3222985	0.2060817	0.1983258	0.1531015	0.1499916	0.1388161	0.1329885	0.1250153	0.1186637	0.0891062	0.0849795	0.0757257	0.0421977	0.0395721	0.0339134	0.031295	0.022365	0.0054774	0.0000121	0.0179999	0.0118596	0.0042845	0.035004	0.0600297	0.0522381	0.0183418	0.1055156	0.0928404	0.0870158	0.0142365	0.0272943	0.0734392	0.0454849	0.0393069	0.0304618	0.0255623	0.0004416	0.0055802	0.130889	0.120412	0.1041924	0.0694361	0.0514163	0.0453798	0.0338284	0.0185946	0.0382981	0.0293174	0.0310855	0.0195373	0.013128	0.0100635	0.0084594	0.0018517	0.145576	0.1337201	0.0968072	0.0861064	0.0487719	0.0138306	0.0255651	0.0540018	0.02843	0.0015797	0.041263	0.0915661	0.0571065	0.0266659	0.0172159	0.0101952	0.0051371	0.0131404	0.1748398	0.082138	0.0527256	0.0518061	0.0503842	0.0392953	0.0263427	0.0210413	0.0118152	0.0063855	0.0061978	0.0139619	0.032357	0.0159562	0.0125517	0.0075871	0.0032496	0.0081964	0.0426077	0.0366876	0.0274621	0.0168327	0.0084739	0.0460687	0.0348744	0.023418	0.0048463	0.0025483	0.0013818	0.0311386	0.0049969	0.0033102	0.0457126	0.0262221	0.0017727	0.0009409	0.0390289	0.0279958	0.0198118	0.0060876	0.1010619	0.0784346	0.0622224	0.0318986	0.0085749	0.026363	0.0391922	0.0072178	0.0486929	0.0208794	0.0052514	0.0505644	0.0296376	0.1791472	0.1215126	0.0157308	0.220906	0.1021467	0.0655975	0.043391	0.0264719	0.016435	0.0020338	0.0556647	0.0087164	0.0021007	0.031767	0.2939564	0.235042	0.1771349	0.103168	0.0666255	0.0428405	0.039805	0.0256216	0.0093368	0.0023951	0.0018857	0.0156262	0.0001552	0.2095255	0.1603623	0.0998831	0.0430826	0.0803625	0.0075776	0.0679053	0.0185489	0.2747579	0.0836097	0.0396358	0.0260886	0.0329413	0.0280053	0.3997557	0.3569211	0.297895	0.2324578	0.2035858	0.1972354	0.1550145	0.0526069	0.0441028	0.0359798	0.0293451	0.0092573	0.0079681	0.0025057	0.0172391	0.0081862	0.0251727	0.0112943	0.0355135	0.0320726	0.0240788	0.0061864	0.0275043	0.0187552	0.073445	0.0143389	0.1532866	0.2038725	0.0944709	0.0713059	0.032639	0.0231671	0.2129673	0.064433	0.0202169	0.3911647	0.1208766
