t_n61	t_n62	t_n63	t_n64	t_n65	t_n66	t_n67	t_n68	t_n69	t_n70	t_n71	t_n72	t_n73	t_n74	t_n75	t_n76	t_n77	t_n78	t_n79	t_n80	t_n81	t_n82	t_n83	t_n84	t_n85	t_n86	t_n87	t_n88	t_n89	t_n90	t_n91	t_n92	t_n93	t_n94	t_n95	t_n96	t_n97	t_n98	t_n99	t_n100	t_n101	t_n102	t_n103	t_n104	t_n105	t_n106	t_n107	t_n108	t_n109	t_n110	t_n111	t_n112	t_n113	t_n114	t_n115	t_n116	t_n117	t_n118	t_n119
run15	2.3827345	0.7825684	0.7412773	0.7184654	0.6659971	0.2960725	0.2427741	0.195615	0.1478285	0.0886669	0.0703764	0.0565931	0.0432023	0.1144479	0.0537017	0.1837098	0.1463356	0.1113392	0.0659135	0.2229998	0.1648003	0.5386423	0.387088	0.3204532	0.3014814	0.2099064	0.1295009	0.1009047	0.0453657	0.1822986	0.1420014	0.3029071	0.2584055	0.1777882	0.2502821	0.556019	0.32017	0.2754648	0.2265959	0.0521751	0.1752679	0.1896992	0.0290083	0.2815229	0.2275272	0.0762594	0.1986055	0.0368759	0.0146291	0.6656403	0.6267048	0.0715437	0.0563994	0.0222045	0.3942926	0.1772946	0.1447763	1.2012341	0.2965957
run16	2.3992803	0.7809126	0.7390518	0.7163329	0.6641215	0.2942746	0.2418606	0.1947015	0.1468804	0.0888802	0.0709535	0.0570377	0.0441383	0.1137359	0.0531233	0.1827629	0.1442582	0.1097802	0.0670064	0.2209805	0.1625898	0.5369706	0.3869535	0.3205729	0.30256	0.208931	0.128822	0.1004083	0.0453208	0.1818524	0.1423236	0.3029836	0.2585473	0.1782098	0.2500609	0.5545385	0.3197022	0.2758596	0.2261157	0.0523004	0.1748934	0.1895108	0.0290551	0.2813172	0.2271841	0.0758789	0.199573	0.0367451	0.0147048	0.6639706	0.6258158	0.0720133	0.0567115	0.0221845	0.3938948	0.1766061	0.1436773	1.2040272	0.298426
run17	2.3676414	0.7833891	0.7424484	0.718808	0.666419	0.2948674	0.242596	0.1948839	0.1476487	0.0889343	0.0708546	0.0573132	0.0439884	0.113932	0.0534508	0.1831208	0.1452356	0.1100166	0.0661895	0.221307	0.163319	0.5384841	0.3873323	0.3205522	0.302491	0.209594	0.1294032	0.1012561	0.0452477	0.1830114	0.1425077	0.3029121	0.2589989	0.1767923	0.2498995	0.5562735	0.3205804	0.2765894	0.2276932	0.0521731	0.1757053	0.1901068	0.0293149	0.2818091	0.2280639	0.0761858	0.1999536	0.0363961	0.014581	0.6651458	0.6265678	0.0713605	0.056024	0.022071	0.3946205	0.1779072	0.1448849	1.1945645	0.2983043
run18	2.3613372	0.7789398	0.737473	0.714482	0.6617121	0.2934672	0.2416944	0.1936918	0.1471943	0.0883448	0.0712363	0.0577741	0.0437579	0.1141698	0.0536612	0.1819544	0.1451523	0.1105194	0.0651102	0.2219142	0.1630187	0.536598	0.3876586	0.3212664	0.3029099	0.2097297	0.1286217	0.1006791	0.0451838	0.1825498	0.1421487	0.3028478	0.2593588	0.1781375	0.2480772	0.5553763	0.3201141	0.2756139	0.2276698	0.0521154	0.1747254	0.1898847	0.0290583	0.2820221	0.2284211	0.0763411	0.2002163	0.0360451	0.0144662	0.6628645	0.6250835	0.0712056	0.0561833	0.0220146	0.3936938	0.1768024	0.1439275	1.1918509	0.2944725
run19	2.4136136	0.7793176	0.7375367	0.714652	0.6622207	0.2927896	0.2413422	0.1932092	0.1463435	0.088133	0.0707163	0.0570148	0.0442644	0.1138092	0.0532825	0.1823376	0.1452181	0.1106376	0.0656384	0.2207236	0.1621216	0.5356283	0.3863334	0.3196627	0.3013929	0.2086138	0.1286389	0.1002842	0.0452518	0.1811602	0.1413723	0.303414	0.2591424	0.1784033	0.2470291	0.5556706	0.3195602	0.2754	0.2264758	0.0519093	0.174747	0.1892358	0.028891	0.2807805	0.2277936	0.0758148	0.1991973	0.0361277	0.014491	0.6615562	0.6240261	0.0718504	0.0567426	0.0221369	0.3925361	0.1758841	0.1436723	1.1953449	0.2945658
run20	2.3353335	0.7790074	0.7381941	0.7150981	0.6623396	0.2946481	0.2419511	0.1946582	0.1481753	0.0890953	0.0709681	0.0578632	0.044276	0.1146611	0.0536806	0.1825705	0.1447541	0.1104363	0.0663986	0.2224852	0.1632219	0.5359359	0.3848415	0.3191411	0.3013903	0.2088463	0.1284845	0.1006133	0.0454261	0.1828326	0.1418864	0.3014981	0.2585208	0.177477	0.2481548	0.5551211	0.3188235	0.2743555	0.2260789	0.0519048	0.1733345	0.1884459	0.0290028	0.2806421	0.2265361	0.0755174	0.1983817	0.0366458	0.0147521	0.6620878	0.623998	0.0713288	0.0561544	0.0219201	0.3935155	0.1760961	0.1433705	1.1743521	0.2947079
run21	2.3837521	0.7804962	0.7390364	0.7149609	0.6638067	0.2940491	0.2419702	0.1946349	0.1468933	0.088434	0.0706732	0.0573507	0.0439261	0.114458	0.0536182	0.1821364	0.1458573	0.1099527	0.0660195	0.2215461	0.1625965	0.5387573	0.3883818	0.3214548	0.3032465	0.2101162	0.129141	0.1006353	0.0453054	0.183149	0.14206	0.3032314	0.2584019	0.1769008	0.2487551	0.5557312	0.3204867	0.2766417	0.2274966	0.0521952	0.1755635	0.1899084	0.0290977	0.2820607	0.2278319	0.0764644	0.1994728	0.0366912	0.0150881	0.6630087	0.6252446	0.0711799	0.0563111	0.0221049	0.3926718	0.1761308	0.1441282	1.1807382	0.2953178
run22	2.3615772	0.7808051	0.7390977	0.7161718	0.6628996	0.2940731	0.2415641	0.1938937	0.1467719	0.0889449	0.0720997	0.0578193	0.0448231	0.1141947	0.0541066	0.1829472	0.1461681	0.1114292	0.0668024	0.2218975	0.1641315	0.5352641	0.3848963	0.3191424	0.3009777	0.2079782	0.1288217	0.1011856	0.0449447	0.1817348	0.1418101	0.3018567	0.2583973	0.1775687	0.2489501	0.5556995	0.3191646	0.2752175	0.2267474	0.0519864	0.1747698	0.1892489	0.0287861	0.2804747	0.2270606	0.0754474	0.1985922	0.0363289	0.0147627	0.66357	0.6255345	0.0720002	0.0565687	0.0222793	0.3937799	0.1766939	0.1443933	1.1874648	0.2923256
run23	2.3612999	0.781817	0.7411865	0.717629	0.6650676	0.2947248	0.2421653	0.1945434	0.1472182	0.0888668	0.0711207	0.0569347	0.0437827	0.1132881	0.0532806	0.18296	0.1461767	0.1115826	0.0660979	0.221271	0.1633053	0.5382589	0.3860506	0.3200436	0.3020103	0.208908	0.1287292	0.100383	0.0450644	0.1827142	0.1414995	0.3023784	0.2581513	0.1770155	0.2494432	0.5560037	0.320399	0.2761538	0.2271754	0.0521367	0.1749604	0.1902961	0.0291393	0.2811852	0.227927	0.0762337	0.1999234	0.0370693	0.0148635	0.663858	0.6256405	0.0718306	0.0564987	0.0220398	0.3933941	0.177196	0.1449979	1.1827116	0.2914019
run24	2.3626242	0.7841595	0.7423835	0.7195844	0.6672231	0.2954216	0.2430797	0.1948602	0.1476896	0.0884937	0.0713669	0.0575288	0.0437765	0.1143596	0.0533612	0.1829582	0.1456127	0.1110583	0.0660785	0.2221775	0.164154	0.5385603	0.3880159	0.3212885	0.3032278	0.210737	0.1292442	0.1010328	0.045382	0.1834718	0.1419216	0.3032224	0.2593449	0.1775997	0.249207	0.5566094	0.3204942	0.2760668	0.2269346	0.0520155	0.1749567	0.1892319	0.0291767	0.2815322	0.2278321	0.0763403	0.1991623	0.0367997	0.0146815	0.6671039	0.6287588	0.0718516	0.0568489	0.0221266	0.3951445	0.1787319	0.145102	1.1672087	0.291055
run25	2.386247	0.7826354	0.7413698	0.7179321	0.6659071	0.2942849	0.2426984	0.1938078	0.1474306	0.0889518	0.0711448	0.057589	0.0437893	0.1137108	0.0538794	0.1820059	0.1452454	0.1103417	0.0659083	0.2221113	0.1632665	0.5387328	0.3878967	0.3212996	0.302862	0.2092837	0.1297419	0.101534	0.0453354	0.1828246	0.1414888	0.3040337	0.2599683	0.1780978	0.248862	0.5559694	0.3217979	0.2774228	0.2278045	0.052279	0.176267	0.1909847	0.0291751	0.282729	0.2285413	0.0758051	0.2010163	0.0370829	0.0149876	0.6648309	0.6270566	0.0719155	0.0567836	0.0221802	0.394402	0.1761828	0.1441079	1.1887469	0.2962647
run26	2.3745271	0.7765197	0.7351565	0.7117284	0.6599893	0.2917482	0.239767	0.1928541	0.1456517	0.0874614	0.0703023	0.0571351	0.0431666	0.1133199	0.0538456	0.1814045	0.1447006	0.1096516	0.0657922	0.2196185	0.1618329	0.5329367	0.3849529	0.319307	0.3008467	0.2089836	0.1280347	0.0997791	0.0448624	0.1815495	0.1417333	0.3018048	0.2581138	0.1773218	0.2484436	0.5550459	0.3208005	0.2762172	0.2273638	0.0521868	0.1753723	0.1893889	0.0290364	0.2813328	0.2275475	0.0764184	0.1996832	0.0365657	0.0148286	0.6602036	0.6224374	0.0710851	0.0559141	0.0221607	0.392655	0.1760831	0.1439285	1.1807019	0.2956467
run27	2.3708018	0.7852697	0.743549	0.7202124	0.6683188	0.294214	0.2411359	0.1932988	0.1469916	0.0890202	0.0707737	0.0568579	0.0443708	0.1136502	0.0550379	0.1822192	0.1453029	0.1105109	0.0653133	0.2215854	0.1634021	0.5412646	0.3884821	0.3224156	0.3037247	0.2106455	0.1294862	0.1014934	0.0456316	0.1827382	0.1423916	0.3040151	0.2606802	0.1782759	0.2497016	0.5560776	0.3202447	0.2763843	0.2267409	0.0522475	0.1751404	0.1899832	0.0288499	0.2806199	0.2275263	0.0760622	0.1993085	0.03642	0.0147763	0.6676404	0.6291981	0.070944	0.0561805	0.0221699	0.3943909	0.176913	0.1447309	1.1932351	0.2979464
run28	2.3442259	0.7776518	0.73568	0.7129477	0.6605305	0.2930972	0.2404473	0.1931014	0.1467517	0.0883097	0.0707371	0.0568968	0.0441745	0.1128771	0.053245	0.1811832	0.1450934	0.1098782	0.0664814	0.2207542	0.1621842	0.5347544	0.385406	0.320037	0.3012401	0.2088041	0.127972	0.1003798	0.0450377	0.1823275	0.1419963	0.3016155	0.2580754	0.176617	0.2478594	0.5544134	0.3189379	0.274988	0.2258394	0.0521478	0.1749555	0.1886746	0.0289901	0.2808597	0.2270594	0.0758652	0.199034	0.0361701	0.0147677	0.6606294	0.6225323	0.0709974	0.0560873	0.0222104	0.3925683	0.1759838	0.1437927	1.1794323	0.2955054
run29	2.3647215	0.7810697	0.7394492	0.7163722	0.6643838	0.2936797	0.2418614	0.194504	0.1466826	0.088986	0.0706589	0.0567309	0.0432726	0.113349	0.0539645	0.1826299	0.1449722	0.1105538	0.0666744	0.2208857	0.1628505	0.5379361	0.3872677	0.3212191	0.302632	0.2105597	0.1288964	0.1004367	0.0453212	0.1830896	0.1415661	0.3032666	0.2586015	0.1775559	0.2476964	0.5552931	0.3199913	0.2753563	0.2267383	0.0518417	0.174601	0.1893031	0.0290364	0.2813331	0.2282154	0.0764685	0.1993517	0.0365351	0.0147836	0.6635796	0.6250174	0.0713726	0.0563109	0.0221713	0.3931517	0.1761563	0.1439449	1.199713	0.2996022
run30	2.401636	0.7847527	0.7423797	0.7186725	0.6662256	0.2960646	0.2437803	0.195399	0.1479788	0.0887313	0.0705354	0.0568326	0.0435377	0.1145707	0.0531914	0.1836527	0.1457355	0.1113691	0.0656019	0.2218947	0.1644364	0.538885	0.3878109	0.322328	0.3042842	0.2103536	0.1296492	0.1013362	0.0454054	0.1833346	0.1415725	0.303686	0.2608295	0.1779713	0.2496663	0.5558552	0.3203538	0.2763864	0.2273261	0.0522195	0.1759922	0.1899576	0.029064	0.2815678	0.2276644	0.076	0.1993878	0.0371112	0.0146633	0.6667061	0.6278895	0.0715872	0.0563894	0.0222753	0.3947896	0.1768032	0.1445284	1.2081335	0.3009306
run31	2.3627967	0.7819969	0.7408338	0.7175555	0.6655951	0.295758	0.2425786	0.1940945	0.1467794	0.0892269	0.0714168	0.0575219	0.0442566	0.114871	0.0532949	0.1824652	0.1455871	0.1106915	0.0658271	0.2222305	0.1635877	0.5391961	0.3878005	0.3216874	0.3028683	0.2104477	0.1299691	0.100807	0.0454835	0.1832136	0.1421795	0.3034435	0.2597716	0.1784993	0.248869	0.556559	0.3214365	0.2765494	0.2276964	0.0522648	0.1763313	0.190834	0.0295541	0.2822918	0.2283984	0.076458	0.2001414	0.0364663	0.0145433	0.6654569	0.6266108	0.0715731	0.0564156	0.0223489	0.3942618	0.1769007	0.1441542	1.1686649	0.2914346
run32	2.3640551	0.775365	0.7343667	0.7118941	0.6595702	0.2925396	0.2406313	0.1933716	0.1462819	0.0879888	0.0704076	0.0564614	0.0436343	0.1136846	0.0539986	0.1820602	0.1457601	0.1108178	0.0662512	0.2208233	0.1627127	0.5343311	0.3832644	0.3179413	0.2998532	0.2070686	0.1275665	0.0996589	0.0448105	0.1811456	0.1411777	0.3005419	0.2574239	0.1762003	0.2478883	0.5544942	0.3197964	0.2760601	0.2266111	0.0522781	0.1746506	0.1896419	0.0288955	0.2808415	0.2274469	0.0758416	0.1989285	0.0363357	0.0148243	0.6595595	0.6215701	0.0711747	0.0559946	0.0221138	0.3929019	0.1769518	0.1442003	1.1957472	0.294709
